Date,Open,High,Low,Close,Adj Close,Volume
2019-08-01,33.687500,34.904999,33.537498,34.562500,34.283924,19848800
2019-08-02,35.075001,35.598801,34.687500,35.443699,35.158012,11416800
2019-08-05,35.250000,35.250000,34.413700,34.500000,34.221924,14879200
2019-08-06,35.590000,37.060001,35.529999,36.599998,36.304996,17456100
2019-08-07,36.900002,36.900002,35.240002,36.310001,36.017338,11607900
2019-08-08,36.700001,37.340000,36.549999,37.139999,36.840649,9756600
2019-08-09,37.150002,38.660000,37.139999,37.779999,37.475483,12072100
2019-08-12,37.770000,37.770000,35.970001,36.419998,36.126442,9684700
2019-08-13,37.599998,38.299999,37.419998,37.849998,37.544922,16111100
2019-08-14,37.369999,38.250000,36.580002,36.950001,36.652176,13248900
2019-08-15,37.500000,38.029999,36.110001,36.310001,36.017338,10076700
2019-08-16,37.590000,37.849998,36.400002,37.560001,37.257259,8958600
2019-08-19,38.070000,38.200001,37.299999,37.830002,37.525085,5789500
2019-08-20,37.650002,37.680000,36.209999,36.529999,36.235558,10335600
2019-08-21,36.770000,37.220001,36.540001,36.540001,36.245480,6381100
2019-08-22,36.700001,36.900002,34.279999,34.430000,34.152489,13206600
2019-08-23,33.650002,34.980000,32.980000,33.779999,33.507725,16599800
2019-08-26,34.849998,35.000000,33.250000,33.700001,33.428371,9653400
2019-08-27,34.259998,34.930000,33.820000,34.209999,33.934261,13015100
2019-08-28,34.009998,34.980000,33.500000,34.910000,34.628620,11048900
2019-08-29,35.590000,37.259998,35.349998,37.259998,36.959675,13966500
2019-08-30,37.599998,37.930000,35.910000,36.290001,35.997498,11111400
2019-09-02,36.500000,36.939999,36.080002,36.610001,36.314915,6832200
2019-09-03,36.279999,37.380001,35.779999,35.880001,35.590801,7398000
2019-09-04,36.660000,37.200001,36.349998,37.200001,36.900166,7856200
2019-09-05,37.500000,37.790001,36.650002,36.700001,36.404190,7157900
2019-09-06,36.980000,37.060001,35.849998,36.000000,35.709831,7881600
2019-09-09,36.090000,36.160000,33.509998,34.200001,33.924343,14356800
2019-09-10,33.000000,33.310001,31.629999,32.500000,32.238045,24012600
2019-09-11,33.700001,34.650002,33.150002,34.599998,34.321114,16414500
2019-09-12,35.000000,35.389999,33.880001,35.000000,34.717892,12629300
2019-09-13,35.220001,35.270000,34.049999,34.099998,33.825146,7778800
2019-09-16,33.799999,34.869999,32.770000,34.869999,34.588940,10675200
2019-09-17,34.139999,35.180000,33.830002,34.849998,34.569099,10363900
2019-09-18,34.500000,35.200001,34.450001,35.060001,34.777409,6393800
2019-09-19,35.400002,36.349998,35.400002,35.810001,35.521370,11576000
2019-09-20,35.939999,36.560001,35.450001,36.560001,36.265320,10679600
2019-09-23,36.580002,36.580002,35.740002,35.990002,35.699917,6168400
2019-09-24,36.099998,37.000000,35.970001,36.770000,36.473625,9428700
2019-09-25,36.549999,36.869999,35.750000,36.720001,36.424030,5665200
2019-09-26,36.810001,37.270000,36.509998,36.570000,36.275238,6935100
2019-09-27,36.560001,36.840000,36.150002,36.799999,36.503380,4086600
2019-09-30,36.750000,37.220001,36.540001,37.040001,36.741451,5172100
2019-10-01,37.150002,37.450001,36.709999,37.450001,37.148148,6463700
2019-10-02,37.150002,37.290001,36.270000,36.500000,36.205803,8871700
2019-10-03,36.560001,37.299999,36.049999,37.299999,36.999352,5797500
2019-10-04,37.400002,38.919998,37.299999,38.779999,38.467430,14940000
2019-10-07,38.599998,39.750000,38.160000,38.400002,38.090488,9909300
2019-10-08,38.639999,38.970001,37.860001,38.000000,37.766102,10663300
2019-10-09,38.299999,39.680000,38.279999,39.650002,39.405952,8973400
2019-10-10,39.700001,39.980000,38.799999,38.939999,38.700314,7602600
2019-10-11,39.480000,40.750000,39.360001,40.500000,40.250717,10985200
2019-10-14,40.000000,42.169998,39.900002,42.169998,41.910439,11031200
2019-10-15,42.200001,42.799999,41.230000,41.799999,41.542713,9588300
2019-10-16,41.610001,42.880001,40.970001,42.759998,42.496803,10302800
2019-10-17,42.700001,44.349998,42.599998,43.169998,42.904278,13354000
2019-10-18,43.439999,43.950001,42.349998,43.000000,42.735329,7146100
2019-10-21,43.349998,43.549999,42.419998,43.099998,42.834709,6180400
2019-10-22,43.189999,43.980000,43.169998,43.720001,43.450893,5996400
2019-10-23,43.590000,43.990002,42.919998,43.490002,43.222313,8091400
2019-10-24,43.490002,43.950001,43.160000,43.250000,42.983788,5986100
2019-10-25,43.380001,43.500000,42.000000,42.000000,41.741482,8152100
2019-10-28,42.200001,43.180000,42.049999,42.669998,42.407360,10587000
2019-10-29,43.180000,43.389999,40.630001,41.150002,40.896717,12482700
2019-10-30,42.860001,44.439999,42.250000,44.020000,43.749054,32093300
2019-10-31,43.349998,44.639999,42.570000,44.639999,44.365231,23982600
2019-11-01,44.950001,47.299999,44.910000,47.189999,46.899536,23109600
2019-11-04,48.139999,48.790001,44.770000,44.970001,44.693203,31343400
2019-11-05,45.320000,46.279999,43.520000,44.040001,43.768929,18187200
2019-11-06,44.500000,45.299999,43.490002,45.200001,44.921787,11794000
2019-11-07,45.610001,45.900002,44.160000,44.200001,43.927940,9778700
2019-11-08,43.509998,44.790001,42.950001,43.810001,43.540344,10639700
2019-11-11,43.500000,45.480000,43.240002,45.020000,44.742893,11163900
2019-11-12,45.200001,45.459999,43.070000,43.400002,43.132866,16359300
2019-11-13,42.860001,42.880001,41.700001,42.500000,42.238403,22822800
2019-11-14,42.700001,44.459999,42.570000,44.250000,43.977634,18068100
2019-11-18,45.000000,45.189999,43.770000,44.980000,44.703140,27655300
2019-11-19,44.980000,45.250000,43.529999,44.520000,44.245972,14932900
2019-11-21,44.889999,45.090000,44.250000,45.000000,44.723019,10712400
2019-11-22,44.700001,45.689999,44.560001,45.490002,45.210003,11996000
2019-11-25,45.500000,45.509998,44.299999,44.299999,44.027328,9077000
2019-11-26,44.200001,44.290001,42.509998,43.040001,42.775082,17986100
2019-11-27,43.450001,45.599998,43.200001,45.599998,45.319324,16283500
2019-11-28,45.330002,46.049999,44.830002,45.599998,45.319324,12047500
2019-11-29,45.799999,45.910000,45.029999,45.029999,44.752831,11377600
2019-12-02,45.450001,45.650002,44.520000,44.919998,44.643509,9853300
2019-12-03,45.189999,45.209999,44.000000,44.590000,44.315540,8611400
2019-12-04,44.700001,45.750000,44.000000,44.070000,43.798744,14590900
2019-12-05,44.279999,45.189999,44.070000,44.889999,44.613693,9759600
2019-12-06,45.020000,45.590000,44.799999,45.400002,45.120560,7553200
2019-12-09,45.400002,46.500000,45.320000,45.849998,45.567783,12761500
2019-12-10,45.939999,46.599998,45.299999,46.599998,46.313168,8437900
2019-12-11,46.880001,47.900002,46.650002,47.580002,47.287136,11267900
2019-12-12,47.959999,48.369999,47.529999,47.830002,47.535599,9065400
2019-12-13,48.299999,49.660000,48.000000,49.070000,48.767967,13658200
2019-12-16,49.490002,49.880001,48.660000,49.299999,48.996552,10686500
2019-12-17,49.389999,49.389999,47.230000,47.880001,47.585297,12119300
2019-12-18,48.150002,49.000000,47.660000,48.529999,48.231289,10302500
2019-12-19,48.529999,48.730000,47.900002,48.619999,48.320736,7519900
2019-12-20,48.619999,49.029999,47.959999,48.590000,48.290920,9185700
2019-12-23,48.599998,49.250000,48.400002,48.740002,48.439999,6502300
2019-12-26,48.799999,49.099998,48.630001,49.090000,48.787842,4849300
2019-12-27,49.150002,49.410000,48.150002,48.730000,48.430058,5924900
2019-12-30,48.799999,48.990002,47.509998,47.700001,47.406399,8087600
2020-01-02,48.299999,49.330002,47.709999,49.330002,49.063179,7400200
2020-01-03,48.500000,49.330002,48.299999,48.889999,48.625557,6684400
2020-01-06,48.400002,49.310001,47.799999,48.930000,48.665340,6839800
2020-01-07,48.939999,49.200001,48.500000,48.790001,48.526100,6704700
2020-01-08,48.619999,50.349998,48.500000,50.290001,50.017986,10001800
2020-01-09,50.500000,52.230000,50.419998,52.080002,51.798306,11030000
2020-01-10,52.090000,53.049999,51.049999,51.799999,51.519817,9371100
2020-01-13,52.200001,54.230000,52.150002,54.230000,53.936676,8576800
2020-01-14,54.000000,55.049999,53.599998,54.000000,53.707920,8295200
2020-01-15,53.680000,54.360001,53.200001,53.660000,53.369759,9241400
2020-01-16,54.200001,54.720001,52.299999,53.459999,53.170837,8378800
2020-01-17,53.799999,54.430000,53.099998,54.349998,54.056023,6046000
2020-01-20,54.119999,56.000000,54.049999,56.000000,55.697102,7405900
2020-01-21,55.720001,56.740002,55.610001,55.910000,55.607590,8064300
2020-01-22,56.509998,57.099998,54.830002,55.689999,55.388775,9015600
2020-01-23,55.680000,56.720001,54.930000,56.580002,56.273964,8184900
2020-01-24,56.770000,57.049999,56.000000,56.150002,55.846291,7518700
2020-01-27,55.049999,55.299999,53.750000,53.799999,53.508999,7523800
2020-01-28,54.009998,56.990002,54.009998,56.990002,56.681747,10356400
2020-01-29,57.509998,58.090000,56.650002,57.290001,56.980125,9949500
2020-01-30,56.369999,56.700001,55.020000,56.500000,56.194397,11075900
2020-01-31,55.639999,57.150002,55.200001,55.799999,55.498180,9695300
2020-02-03,56.480000,56.950001,55.660000,56.529999,56.224232,6141500
2020-02-04,57.599998,58.669998,57.130001,57.660000,57.348122,8218200
2020-02-05,58.500000,58.840000,57.029999,57.299999,56.990070,8621100
2020-02-06,58.000000,58.150002,55.799999,55.830002,55.528019,10291000
2020-02-07,55.700001,55.930000,53.500000,54.230000,53.936676,9770800
2020-02-10,54.000000,55.529999,51.540001,52.380001,52.096684,12831200
2020-02-11,53.200001,54.799999,51.730000,54.270000,53.976460,9488700
2020-02-12,54.529999,56.549999,54.250000,55.939999,55.637424,10526000
2020-02-13,54.919998,57.299999,54.099998,57.049999,56.741421,13744600
2020-02-14,57.599998,57.959999,56.000000,56.330002,56.025314,9170000
2020-02-17,58.000000,59.919998,57.150002,58.849998,58.531681,18443800
2020-02-18,58.250000,59.099998,57.500000,58.220001,57.905094,9558500
2020-02-19,58.349998,58.900002,57.610001,57.860001,57.547043,9128500
2020-02-20,57.930000,58.130001,55.830002,56.540001,56.234180,11139500
2020-02-21,55.650002,57.820000,55.400002,56.450001,56.144669,9585500
2020-02-26,null,null,null,null,null,null
2020-02-27,52.000000,53.400002,50.020000,50.250000,49.978199,14704700
2020-02-28,49.000000,50.520000,47.220001,50.520000,50.246742,19699800
2020-03-02,50.700001,53.439999,49.820000,52.549999,52.265759,16152900
2020-03-03,52.680000,54.799999,51.669998,52.849998,52.564137,14598000
2020-03-04,54.400002,54.459999,51.869999,52.450001,52.166302,11335600
2020-03-05,52.000000,52.000000,46.599998,47.790001,47.531506,21196500
2020-03-06,44.130001,46.410000,43.049999,45.330002,45.084812,28342800
2020-03-09,39.020000,42.360001,38.779999,40.360001,40.141697,24294600
2020-03-10,45.000000,47.009998,42.279999,46.990002,46.735836,20528500
2020-03-11,45.000000,46.770000,39.900002,43.080002,42.846985,20082900
2020-03-12,36.000000,38.830002,30.570000,34.000000,33.816097,17509200
2020-03-13,42.500000,42.759998,34.209999,42.000000,41.772823,30140700
2020-03-16,35.000000,39.910000,34.070000,34.070000,33.885719,23096200
2020-03-17,36.119999,37.680000,32.849998,35.570000,35.377605,27054900
2020-03-18,32.020000,33.619999,26.469999,28.809999,28.654169,30437100
2020-03-19,27.500000,31.370001,25.000000,30.549999,30.384756,28180800
2020-03-20,32.799999,36.070000,30.650000,30.650000,30.484215,28366800
2020-03-23,32.500000,32.930000,29.559999,30.209999,30.046595,21456500
2020-03-24,33.720001,37.790001,33.720001,36.680000,36.481602,20687300
2020-03-25,36.900002,43.349998,36.720001,40.000000,39.783642,31293400
2020-03-26,40.639999,44.400002,40.259998,41.119999,40.897583,22885300
2020-03-27,38.689999,40.740002,37.650002,39.000000,38.789051,17073500
